,product brand,product name,price,store name
108,Unknown,Black Figs,1.29,RIDEAU STREET
109,Unknown,Large House Cheddar Salad,12.0,RIDEAU STREET
110,Farmer's Market,Ambrosia Apples,8.99,RIDEAU STREET
111,No Name,Naturally Imperfect Lemons 3lb Bag,5.99,RIDEAU STREET
112,President's Choice,"Live Lettuce Red/Green, 2-pack",5.99,RIDEAU STREET
113,Unknown,Black Figs,7.99,RIDEAU STREET
114,Unknown,Seedless Watermelon Halves,7.0,RIDEAU STREET
115,President's Choice,Creamy Golden Potatoes,3.99,RIDEAU STREET
116,Earthbound Farms Organic,Asian Salad,7.49,RIDEAU STREET
117,Unknown,Red Delicious Apples,1.38,RIDEAU STREET
118,Unknown,Chicken BLT Salad Mini,5.0,RIDEAU STREET
119,Unknown,"Fresh Apple, Blueberry, Cranberry, Mint Juice",13.0,RIDEAU STREET
120,President's Choice,Ambrosia Apples,1.21,RIDEAU STREET
121,GoodLeaf,Micro Broccoli,4.79,RIDEAU STREET
122,Unknown,Spaghetti Squash,8.3,RIDEAU STREET
123,Unknown,Sweet Nantes Carrots,3.99,RIDEAU STREET
124,Unknown,Bombay Chicken Salad,6.18,RIDEAU STREET
125,Manns,Snow Peas,5.99,RIDEAU STREET
126,President's Choice,Southwest Salad Kit,6.99,RIDEAU STREET
127,Farmer's Market,McIntosh Apples,5.99,RIDEAU STREET
128,President's Choice,Finger Hot Hot Peppers,4.99,RIDEAU STREET
129,President's Choice,Caesar Salad Kit,5.99,RIDEAU STREET
130,Wholly Guacamole,Chunky Bowl,5.99,RIDEAU STREET
131,Unknown,White Yams,6.05,RIDEAU STREET
132,Unknown,Curly Parsley,2.69,RIDEAU STREET
133,Greenhouse,Ginger Beer,4.99,RIDEAU STREET
134,Unknown,Red Grapefruit,2.99,RIDEAU STREET
135,Unknown,Pomegranate,3.99,RIDEAU STREET
136,Unknown,Hibiscus & Rose Hip Infused Lemonade ,6.0,RIDEAU STREET
137,Unknown,Honeydew Melon Halves,6.0,RIDEAU STREET
138,No Name,Naturally Imperfect Mixed Sweet Peppers 2.5lb Bag,7.99,RIDEAU STREET
139,Aurora,Sundried Tomatoes,2.99,RIDEAU STREET
140,Unknown,"Fresh Apple, Lemon, Ginger, Turmeric Juice",13.0,RIDEAU STREET
141,President's Choice,Chives,2.99,RIDEAU STREET
142,Unknown,Large Mediterranean Tuna Salad,13.0,RIDEAU STREET
143,President's Choice,Poblano Hot Peppers,4.99,RIDEAU STREET
144,Unknown,"Bananas, Bunch",1.75,RIDEAU STREET
145,Unknown,English Cucumber,1.29,RIDEAU STREET
146,Unknown,Red Seedless Watermelon,7.99,RIDEAU STREET
147,Unknown,Green Onion,1.49,RIDEAU STREET
148,Unknown,Red Cherries,7.83,RIDEAU STREET
149,Unknown,Asparagus,5.19,RIDEAU STREET
150,Unknown,"Romaine Heart, 3 Pack",2.99,RIDEAU STREET
151,Unknown,Tomato Beefsteak Red,1.47,RIDEAU STREET
152,Unknown,Lettuce Iceberg,3.99,RIDEAU STREET
153,Unknown,Avocados Bag,5.99,RIDEAU STREET
154,Farmer's Market,English Cucumber 3Ct,3.49,RIDEAU STREET
155,Unknown,Lemon,0.99,RIDEAU STREET
156,Farmer's Market,Yellow Onions,2.99,RIDEAU STREET
157,Unknown,Red Peppers,2.11,RIDEAU STREET
158,Unknown,Celery Stalks,4.99,RIDEAU STREET
159,Unknown,Red Onion,2.19,RIDEAU STREET
160,Unknown,Zucchini,1.66,RIDEAU STREET
161,Unknown,"Bi-Colour Corn, Corn on the Cob",0.99,RIDEAU STREET
162,Unknown,Limes,0.99,RIDEAU STREET
163,Unknown,Green Seedless Grapes,13.47,RIDEAU STREET
164,Unknown,Cauliflower,4.99,RIDEAU STREET
165,Unknown,Cilantro,2.69,RIDEAU STREET
166,PC Organics,"Organic Bananas, Bunch",2.88,RIDEAU STREET
167,Farmer's Market,Grape Tomatoes,3.99,RIDEAU STREET
168,Unknown,Bartlett Pears,1.38,RIDEAU STREET
169,Unknown,Blueberries 1 pint,5.99,RIDEAU STREET
170,Unknown,Broccoli Crowns,3.34,RIDEAU STREET
171,Farmer's Market,Carrots,3.99,RIDEAU STREET
172,Unknown,Royal Gala Apples,1.15,RIDEAU STREET
173,Farmer's Market,Corn On The Cob,4.99,RIDEAU STREET
174,Unknown,Mango,2.99,RIDEAU STREET
175,Unknown,Broccoli,3.99,RIDEAU STREET
176,Unknown,Ginger,1.85,RIDEAU STREET
177,Farmer's Market,Mini Cucumbers,4.99,RIDEAU STREET
178,Farmer's Market,Russet Potatoes,5.99,RIDEAU STREET
179,Unknown,Cantaloupe,5.99,RIDEAU STREET
180,President's Choice,Ontario Greenhouse-Grown Strawberries,5.99,RIDEAU STREET
181,Farmer's Market,Mini Cucumbers,6.99,RIDEAU STREET
182,Rooster,"Garlic Bulbs, 3-count",1.29,RIDEAU STREET
183,Unknown,Sweet Potato,2.49,RIDEAU STREET
184,Unknown,Dried Porcini Mushrooms,5.99,RIDEAU STREET
185,Paramount,"Wonderful Pistachios, Sweet Chili",6.49,RIDEAU STREET
186,President's Choice,Spring Herb Vinagrette Pouch,0.59,RIDEAU STREET
187,Unknown,Organic Mango,2.99,RIDEAU STREET
188,Unknown,Vine Cherry Tomatoes,4.99,RIDEAU STREET
189,Unknown,"Fresh Cut Fruit Salad, Small",7.0,RIDEAU STREET
190,Unknown,Seedless Watermelon Sliced,3.79,RIDEAU STREET
191,President's Choice,Baby Spinach And Tender Red Lettuce,4.99,RIDEAU STREET
192,Unknown,Chinese Bitter Melon,2.42,RIDEAU STREET
193,Farmer's Market,Empire Apples,5.99,RIDEAU STREET
194,President's Choice,Cilantro,2.99,RIDEAU STREET
195,Greenhouse,Plant-Based Collagen Booster Glow,3.99,RIDEAU STREET
196,Paramount,No shell BBQ Pistachios,8.99,RIDEAU STREET
197,President's Choice,Blackberries,4.99,RIDEAU STREET
198,Unknown,"Fresh Thyme, 4"" Pot",4.99,RIDEAU STREET
199,PC Organics,Gala Apples,1.94,RIDEAU STREET
200,Unknown,Greek Salad Family Size,17.0,RIDEAU STREET
201,Unknown,Parsnip,1.92,RIDEAU STREET
202,Unknown,Large House Salad,12.0,RIDEAU STREET
203,Unknown,Turmeric,4.32,RIDEAU STREET
204,Unknown,Black Figs,1.29,RIDEAU STREET
205,Unknown,Large House Cheddar Salad,12.0,RIDEAU STREET
206,Farmer's Market,Ambrosia Apples,8.99,RIDEAU STREET
207,No Name,Naturally Imperfect Lemons 3lb Bag,5.99,RIDEAU STREET
208,President's Choice,"Live Lettuce Red/Green, 2-pack",5.99,RIDEAU STREET
209,Unknown,Black Figs,7.99,RIDEAU STREET
210,Unknown,Seedless Watermelon Halves,7.0,RIDEAU STREET
211,President's Choice,Creamy Golden Potatoes,3.99,RIDEAU STREET
212,Earthbound Farms Organic,Asian Salad,7.49,RIDEAU STREET
213,Unknown,Red Delicious Apples,1.38,RIDEAU STREET
214,Unknown,Chicken BLT Salad Mini,5.0,RIDEAU STREET
215,Unknown,"Fresh Apple, Blueberry, Cranberry, Mint Juice",13.0,RIDEAU STREET
216,President's Choice,Ambrosia Apples,1.21,RIDEAU STREET
217,GoodLeaf,Micro Broccoli,4.79,RIDEAU STREET
218,Unknown,Spaghetti Squash,8.3,RIDEAU STREET
219,Unknown,Sweet Nantes Carrots,3.99,RIDEAU STREET
220,Unknown,Bombay Chicken Salad,6.18,RIDEAU STREET
221,Manns,Snow Peas,5.99,RIDEAU STREET
222,President's Choice,Southwest Salad Kit,6.99,RIDEAU STREET
223,Farmer's Market,McIntosh Apples,5.99,RIDEAU STREET
224,President's Choice,Finger Hot Hot Peppers,4.99,RIDEAU STREET
225,President's Choice,Caesar Salad Kit,5.99,RIDEAU STREET
226,Wholly Guacamole,Chunky Bowl,5.99,RIDEAU STREET
227,Unknown,White Yams,6.05,RIDEAU STREET
228,Unknown,Curly Parsley,2.69,RIDEAU STREET
229,Greenhouse,Ginger Beer,4.99,RIDEAU STREET
230,Unknown,Red Grapefruit,2.99,RIDEAU STREET
231,Unknown,Pomegranate,3.99,RIDEAU STREET
232,Unknown,Hibiscus & Rose Hip Infused Lemonade ,6.0,RIDEAU STREET
233,Unknown,Honeydew Melon Halves,6.0,RIDEAU STREET
234,No Name,Naturally Imperfect Mixed Sweet Peppers 2.5lb Bag,7.99,RIDEAU STREET
235,Aurora,Sundried Tomatoes,2.99,RIDEAU STREET
236,Unknown,"Fresh Apple, Lemon, Ginger, Turmeric Juice",13.0,RIDEAU STREET
237,President's Choice,Chives,2.99,RIDEAU STREET
238,Unknown,Large Mediterranean Tuna Salad,13.0,RIDEAU STREET
239,President's Choice,Poblano Hot Peppers,4.99,RIDEAU STREET
240,Unknown,"Fresh Apple, Blueberry, Cranberry, Mint Juice",7.0,RIDEAU STREET
241,President's Choice,Yellow Potatoes,6.99,RIDEAU STREET
242,President's Choice,Baby Spinach,6.49,RIDEAU STREET
243,Greenhouse,Fiery Ginger Juice,14.99,RIDEAU STREET
244,Unknown,Baby Corn,5.99,RIDEAU STREET
245,Unknown,Jicama,3.99,RIDEAU STREET
246,PC Organics,Organic Black Oyster Whole Mushrooms,3.99,RIDEAU STREET
247,Unknown,Small Cubed Cantaloupe,6.0,RIDEAU STREET
248,Taylor Farms,"Chopped Salad Kit, Thai Style Chili Mango",6.99,RIDEAU STREET
249,Unknown,Cobb Salad with Cheddar Chips,9.0,RIDEAU STREET
250,Taylor Farms,"Chopped Salad Kit, Maple Bourbon Bacon",6.99,RIDEAU STREET
251,President's Choice,Green Beans,5.99,RIDEAU STREET
252,Unknown,"Morel Mushrooms, Dried",12.99,RIDEAU STREET
253,PC Organics,Organic Lemons,6.99,RIDEAU STREET
254,Unknown,Fresh Orange Juice,6.0,RIDEAU STREET
255,Unknown,Red Anjou Pears,1.54,RIDEAU STREET
256,Unknown,Nectarines,2.16,RIDEAU STREET
257,Greenhouse,"Raw, Organic Juice Gatsby",7.99,RIDEAU STREET
258,President's Choice,Oregano,2.99,RIDEAU STREET
259,Unknown,Sweet Kale Salad Family Size,17.0,RIDEAU STREET
260,Unknown,"Mushroom Kebab, 2 pack",6.0,RIDEAU STREET
261,PC Organics,Organic Red Potatoes,7.99,RIDEAU STREET
262,President's Choice,Yellow Hot Hot Peppers,4.99,RIDEAU STREET
263,Unknown,Italian Parsley,2.69,RIDEAU STREET
264,PC Organics,Organics Field Greens Salad Mix,4.99,RIDEAU STREET
265,Unknown,"Veggie Platter, Small",14.0,RIDEAU STREET
266,Aurora,Roasted Chestnuts,2.99,RIDEAU STREET
267,Unknown,Blueberries 1/2 pint,3.99,RIDEAU STREET
268,President's Choice,Pencil Hot Hot Peppers,4.99,RIDEAU STREET
269,Unknown,"Southwestern Chicken Salad, Family Size",17.0,RIDEAU STREET
270,Unknown,Dates Medjool,14.99,RIDEAU STREET
271,Unknown,Snack Platter Vegetables,6.0,RIDEAU STREET
272,Unknown,"Peppers, Mini",5.99,RIDEAU STREET
273,Unknown,Mini Garden Cheddar Salad,5.0,RIDEAU STREET
274,President's Choice,Sea Salt Pistachios,7.99,RIDEAU STREET
275,PC Organics,Organics Whole Cremini Mushrooms,3.69,RIDEAU STREET
276,Unknown,"Caprese Salad, Mini",10.0,RIDEAU STREET
277,Unknown,Original Greek Acropolis Salad,5.73,RIDEAU STREET
278,PC Organics,Organic Broccoli Florets,6.99,RIDEAU STREET
279,Taylor Farms,"Chopped Salad Kit, Dill Pickle",6.99,RIDEAU STREET
280,Unknown,Long Eggplants (1Pack),12.76,RIDEAU STREET
281,Renees,Dressing And Dip Caesar Light,0.59,RIDEAU STREET
282,Unknown,Greek Yogurt Parfait,5.0,RIDEAU STREET
283,Unknown,Roasted Corn & Pepper Quinoa,9.62,RIDEAU STREET
284,Tiffany Gates,Mexican Street Corn Salad,5.7,RIDEAU STREET
285,President's Choice,Live Lettuce Boston,3.49,RIDEAU STREET
286,Unknown,Baby Eggplants (1 pack),2.77,RIDEAU STREET
287,Tiffany Gates,Greek Quinoa Salad Kit,1.99,RIDEAU STREET
288,Unknown,"Bananas, Bunch",1.75,RIDEAU STREET
289,Unknown,English Cucumber,1.29,RIDEAU STREET
290,Unknown,Red Seedless Watermelon,7.99,RIDEAU STREET
291,Unknown,Green Onion,1.49,RIDEAU STREET
292,Unknown,Red Cherries,7.83,RIDEAU STREET
293,Unknown,Asparagus,5.19,RIDEAU STREET
294,Unknown,"Romaine Heart, 3 Pack",2.99,RIDEAU STREET
295,Unknown,Tomato Beefsteak Red,1.47,RIDEAU STREET
296,Unknown,Lettuce Iceberg,3.99,RIDEAU STREET
297,Unknown,Avocados Bag,5.99,RIDEAU STREET
298,Farmer's Market,English Cucumber 3Ct,3.49,RIDEAU STREET
299,Unknown,Lemon,0.99,RIDEAU STREET
300,Farmer's Market,Yellow Onions,2.99,RIDEAU STREET
301,Unknown,Red Peppers,2.11,RIDEAU STREET
302,Unknown,Celery Stalks,4.99,RIDEAU STREET
303,Unknown,Red Onion,2.19,RIDEAU STREET
304,Unknown,Zucchini,1.66,RIDEAU STREET
305,Unknown,"Bi-Colour Corn, Corn on the Cob",0.99,RIDEAU STREET
306,Unknown,Limes,0.99,RIDEAU STREET
307,Unknown,Green Seedless Grapes,13.47,RIDEAU STREET
308,Unknown,Cauliflower,4.99,RIDEAU STREET
309,Unknown,Cilantro,2.69,RIDEAU STREET
310,PC Organics,"Organic Bananas, Bunch",2.88,RIDEAU STREET
311,Farmer's Market,Grape Tomatoes,3.99,RIDEAU STREET
312,Unknown,Bartlett Pears,1.38,RIDEAU STREET
313,Unknown,Blueberries 1 pint,5.99,RIDEAU STREET
314,Unknown,Broccoli Crowns,3.34,RIDEAU STREET
315,Farmer's Market,Carrots,3.99,RIDEAU STREET
316,Unknown,Royal Gala Apples,1.15,RIDEAU STREET
317,Farmer's Market,Corn On The Cob,4.99,RIDEAU STREET
318,Unknown,Mango,2.99,RIDEAU STREET
319,Unknown,Broccoli,3.99,RIDEAU STREET
320,Unknown,Ginger,1.85,RIDEAU STREET
321,Farmer's Market,Mini Cucumbers,4.99,RIDEAU STREET
322,Farmer's Market,Russet Potatoes,5.99,RIDEAU STREET
323,Unknown,Cantaloupe,5.99,RIDEAU STREET
324,President's Choice,Ontario Greenhouse-Grown Strawberries,5.99,RIDEAU STREET
325,Farmer's Market,Mini Cucumbers,6.99,RIDEAU STREET
326,Rooster,"Garlic Bulbs, 3-count",1.29,RIDEAU STREET
327,Unknown,Sweet Potato,2.49,RIDEAU STREET
328,Unknown,Dried Porcini Mushrooms,5.99,RIDEAU STREET
329,Paramount,"Wonderful Pistachios, Sweet Chili",6.49,RIDEAU STREET
330,President's Choice,Spring Herb Vinagrette Pouch,0.59,RIDEAU STREET
331,Unknown,Organic Mango,2.99,RIDEAU STREET
332,Unknown,Vine Cherry Tomatoes,4.99,RIDEAU STREET
333,Unknown,"Fresh Cut Fruit Salad, Small",7.0,RIDEAU STREET
334,Unknown,Seedless Watermelon Sliced,3.79,RIDEAU STREET
335,President's Choice,Baby Spinach And Tender Red Lettuce,4.99,RIDEAU STREET
336,Unknown,Chinese Bitter Melon,2.42,RIDEAU STREET
337,Farmer's Market,Empire Apples,5.99,RIDEAU STREET
338,President's Choice,Cilantro,2.99,RIDEAU STREET
339,Greenhouse,Plant-Based Collagen Booster Glow,3.99,RIDEAU STREET
340,Paramount,No shell BBQ Pistachios,8.99,RIDEAU STREET
341,President's Choice,Blackberries,4.99,RIDEAU STREET
342,Unknown,"Fresh Thyme, 4"" Pot",4.99,RIDEAU STREET
343,PC Organics,Gala Apples,1.94,RIDEAU STREET
344,Unknown,Greek Salad Family Size,17.0,RIDEAU STREET
345,Unknown,Parsnip,1.92,RIDEAU STREET
346,Unknown,Large House Salad,12.0,RIDEAU STREET
347,Unknown,Turmeric,4.32,RIDEAU STREET
348,Unknown,Black Figs,1.29,RIDEAU STREET
349,Unknown,Large House Cheddar Salad,12.0,RIDEAU STREET
350,Farmer's Market,Ambrosia Apples,8.99,RIDEAU STREET
351,No Name,Naturally Imperfect Lemons 3lb Bag,5.99,RIDEAU STREET
352,President's Choice,"Live Lettuce Red/Green, 2-pack",5.99,RIDEAU STREET
353,Unknown,Black Figs,7.99,RIDEAU STREET
354,Unknown,Seedless Watermelon Halves,7.0,RIDEAU STREET
355,President's Choice,Creamy Golden Potatoes,3.99,RIDEAU STREET
356,Earthbound Farms Organic,Asian Salad,7.49,RIDEAU STREET
357,Unknown,Red Delicious Apples,1.38,RIDEAU STREET
358,Unknown,Chicken BLT Salad Mini,5.0,RIDEAU STREET
359,Unknown,"Fresh Apple, Blueberry, Cranberry, Mint Juice",13.0,RIDEAU STREET
360,President's Choice,Ambrosia Apples,1.21,RIDEAU STREET
361,GoodLeaf,Micro Broccoli,4.79,RIDEAU STREET
362,Unknown,Spaghetti Squash,8.3,RIDEAU STREET
363,Unknown,Sweet Nantes Carrots,3.99,RIDEAU STREET
364,Unknown,Bombay Chicken Salad,6.18,RIDEAU STREET
365,Manns,Snow Peas,5.99,RIDEAU STREET
366,President's Choice,Southwest Salad Kit,6.99,RIDEAU STREET
367,Farmer's Market,McIntosh Apples,5.99,RIDEAU STREET
368,President's Choice,Finger Hot Hot Peppers,4.99,RIDEAU STREET
369,President's Choice,Caesar Salad Kit,5.99,RIDEAU STREET
370,Wholly Guacamole,Chunky Bowl,5.99,RIDEAU STREET
371,Unknown,White Yams,6.05,RIDEAU STREET
372,Unknown,Curly Parsley,2.69,RIDEAU STREET
373,Greenhouse,Ginger Beer,4.99,RIDEAU STREET
374,Unknown,Red Grapefruit,2.99,RIDEAU STREET
375,Unknown,Pomegranate,3.99,RIDEAU STREET
376,Unknown,Hibiscus & Rose Hip Infused Lemonade ,6.0,RIDEAU STREET
377,Unknown,Honeydew Melon Halves,6.0,RIDEAU STREET
378,No Name,Naturally Imperfect Mixed Sweet Peppers 2.5lb Bag,7.99,RIDEAU STREET
379,Aurora,Sundried Tomatoes,2.99,RIDEAU STREET
380,Unknown,"Fresh Apple, Lemon, Ginger, Turmeric Juice",13.0,RIDEAU STREET
381,President's Choice,Chives,2.99,RIDEAU STREET
382,Unknown,Large Mediterranean Tuna Salad,13.0,RIDEAU STREET
383,President's Choice,Poblano Hot Peppers,4.99,RIDEAU STREET
384,Unknown,"Fresh Apple, Blueberry, Cranberry, Mint Juice",7.0,RIDEAU STREET
385,President's Choice,Yellow Potatoes,6.99,RIDEAU STREET
386,President's Choice,Baby Spinach,6.49,RIDEAU STREET
387,Greenhouse,Fiery Ginger Juice,14.99,RIDEAU STREET
388,Unknown,Baby Corn,5.99,RIDEAU STREET
389,Unknown,Jicama,3.99,RIDEAU STREET
390,PC Organics,Organic Black Oyster Whole Mushrooms,3.99,RIDEAU STREET
391,Unknown,Small Cubed Cantaloupe,6.0,RIDEAU STREET
392,Taylor Farms,"Chopped Salad Kit, Thai Style Chili Mango",6.99,RIDEAU STREET
393,Unknown,Cobb Salad with Cheddar Chips,9.0,RIDEAU STREET
394,Taylor Farms,"Chopped Salad Kit, Maple Bourbon Bacon",6.99,RIDEAU STREET
395,President's Choice,Green Beans,5.99,RIDEAU STREET
396,Unknown,"Morel Mushrooms, Dried",12.99,RIDEAU STREET
397,PC Organics,Organic Lemons,6.99,RIDEAU STREET
398,Unknown,Fresh Orange Juice,6.0,RIDEAU STREET
399,Unknown,Red Anjou Pears,1.54,RIDEAU STREET
400,Unknown,Nectarines,2.16,RIDEAU STREET
401,Greenhouse,"Raw, Organic Juice Gatsby",7.99,RIDEAU STREET
402,President's Choice,Oregano,2.99,RIDEAU STREET
403,Unknown,Sweet Kale Salad Family Size,17.0,RIDEAU STREET
404,Unknown,"Mushroom Kebab, 2 pack",6.0,RIDEAU STREET
405,PC Organics,Organic Red Potatoes,7.99,RIDEAU STREET
406,President's Choice,Yellow Hot Hot Peppers,4.99,RIDEAU STREET
407,Unknown,Italian Parsley,2.69,RIDEAU STREET
408,PC Organics,Organics Field Greens Salad Mix,4.99,RIDEAU STREET
409,Unknown,"Veggie Platter, Small",14.0,RIDEAU STREET
410,Aurora,Roasted Chestnuts,2.99,RIDEAU STREET
411,Unknown,Blueberries 1/2 pint,3.99,RIDEAU STREET
412,President's Choice,Pencil Hot Hot Peppers,4.99,RIDEAU STREET
413,Unknown,"Southwestern Chicken Salad, Family Size",17.0,RIDEAU STREET
414,Unknown,Dates Medjool,14.99,RIDEAU STREET
415,Unknown,Snack Platter Vegetables,6.0,RIDEAU STREET
416,Unknown,"Peppers, Mini",5.99,RIDEAU STREET
417,Unknown,Mini Garden Cheddar Salad,5.0,RIDEAU STREET
418,President's Choice,Sea Salt Pistachios,7.99,RIDEAU STREET
419,PC Organics,Organics Whole Cremini Mushrooms,3.69,RIDEAU STREET
420,Unknown,"Caprese Salad, Mini",10.0,RIDEAU STREET
421,Unknown,Original Greek Acropolis Salad,5.73,RIDEAU STREET
