id,product brand,product name,toronto_price,brand id
3797,PC Organics,Organics Whole Oyster Mushrooms,3.99,21
3977,PC Organics,Organics Whole Cremini Mushrooms,3.69,21
5043,PC Organics,Organics Whole Button Cremini Mushrooms,3.99,21
5414,PC Organics,Organics Sliced Portobello Mushrooms,5.99,21
5038,PC Organics,Organics Portobello Mushroom Caps,5.99,21
4380,PC Organics,Organics Multicolour Carrots,5.99,21
3802,PC Organics,Organics Field Greens Salad Mix,6.99,21
4681,PC Organics,Organics Baby Spinach,4.99,21
4140,PC Organics,Organics Baby Spinach,6.99,21
8052,PC Organics,Organics Baby Cut Carrots,6.49,21
8718,Unknown,"Organic, Red Kale",4.99,1
7417,PC Organics,Organic Yellow Potatoes,7.99,21
4141,PC Organics,Organic White Stuffer Mushrooms,5.99,21
5407,PC Organics,Organic White Mushrooms,3.69,21
8046,PC Organics,Organic Tomato On The Vine Red (1 Bunch),7.92,21
6301,PC Organics,Organic Thyme,2.99,21
4404,Unknown,Organic Thai Basil Potted,3.99,1
8729,Unknown,Organic Swiss Chard Greens,4.99,1
5821,PC Organics,Organic Sweet Potatoes 3lb Bag,6.99,21
6325,Unknown,Organic Strawberries 1 LB,6.99,1
4669,Unknown,Organic Spaghetti Squash,11.8,1
4386,Greenhouse,Organic Shake Vanilla Almond Brekky,7.99,9
5023,Unknown,Organic Sage,3.99,1
8724,Unknown,Organic Rosemary Potted,3.99,1
8719,PC Organics,Organic Rosemary,2.99,21
3813,PC Organics,Organic Red Potatoes,7.99,21
5032,Unknown,Organic Red Onions,5.49,1
8702,COVE,Organic Raspberry Lemon Kombucha,3.99,26
7442,Unknown,Organic Rainbow Swiss Chard,4.99,1
8720,Unknown,Organic Rainbow Carrots,5.99,1
6840,COVE,Organic Pink Grapefruit Smoothie,3.99,26
4142,PC Organics,Organic Peppers Mini 227G,6.99,21
6340,PC Organics,Organic Peppers,6.99,21
4169,Unknown,Organic Oregano Potted,3.99,1
4143,PC Organics,Organic Mushroom Umami Mix,4.99,21
6842,Unknown,Organic Mint Potted,3.99,1
6851,PC Organics,Organic Mint,2.99,21
8694,Unknown,Organic Medjool Dates,11.99,1
5859,Remedy,Organic Mango Passionfruit Kombucha,5.99,23
3831,Unknown,Organic Mango,2.99,1
3823,PC Organics,Organic Lemons,6.99,21
8710,Unknown,Organic Leeks,5.99,1
4147,PC Organics,Organic King Oyster Sliced Mushrooms,5.99,21
7397,Unknown,Organic Italian Parsley,3.99,1
7437,Unknown,Organic Iceberg Lettuce,4.99,1
8714,Unknown,Organic Green Kale,4.99,1
8030,Unknown,Organic Green Dandelion,4.99,1
8728,Unknown,Organic Green Cabbage,7.68,1
3968,PC Organics,Organic Green Beans,6.99,21
4405,PC Organics,Organic Grape Tomatoes,5.99,21
4179,Unknown,Organic Grape Tomatoes,9.99,1
4411,PC Organics,Organic Ginger,3.99,21
8031,Unknown,Organic French Beans,6.49,1
4692,PC Organics,Organic Field Greens & Baby Spinach - Salad Mix,6.99,21
5827,PC Organics,Organic Enoki Mushrooms,4.49,21
7435,Unknown,Organic English Cucumber,3.99,1
4137,Unknown,Organic Dried Figs,5.99,1
4164,Unknown,Organic Dried Dates,5.99,1
4408,Unknown,Organic Dried Apricots,5.99,1
3745,Unknown,Organic Dates,6.99,1
3814,Greenhouse,Organic Dairy Free Shake Rococoa,7.99,9
6838,Unknown,Organic Curly Parsley,3.99,1
5413,PC Organics,Organic Cremini Mushrooms,8.99,21
6294,Love Beets,Organic Cooked Beets,4.99,27
8732,Unknown,Organic Collard Greens,4.99,1
6309,PC Organics,Organic Cauliflower,6.99,21
8059,Unknown,Organic Carrots Bunched,4.99,1
6338,PC Organics,Organic Carrots,4.69,21
4166,Unknown,Organic Cantaloupe,6.99,1
5421,PC Organics,Organic Button White Mushrooms,3.99,21
8024,Unknown,Organic Brussel Sprouts,6.99,1
3980,PC Organics,Organic Broccoli Florets,6.99,21
8032,PC Organics,Organic Broccoli,5.99,21
4377,Greenhouse,Organic Booster Lullaby,3.99,9
5016,Greenhouse,Organic Booster Lullaby,14.99,9
4163,Greenhouse,Organic Booster Inside Job,3.99,9
4415,Greenhouse,Organic Booster Farma-C+,3.99,9
3817,PC Organics,Organic Black Oyster Whole Mushrooms,3.99,21
6863,Unknown,Organic Black Kale,4.99,1
7440,Unknown,Organic Beet Bunch,5.99,1
6844,Unknown,Organic Bartlett Pears,8.99,1
4999,PC Organics,Organic Bartlett Pears,1.76,21
3725,PC Organics,"Organic Bananas, Bunch",2.88,21
4414,PC Organics,Organic Baby King Oyster Mushrooms,5.99,21
8711,PC Organics,Organic Asparagus,6.99,21
6826,Remedy,Org Kom Rasp Lemn 700Ml,5.99,23
3819,President's Choice,Oregano,2.99,2
3741,President's Choice,Ontario Greenhouse-Grown Strawberries,5.99,2
6329,GoodLeaf,Ontario Baby Spinach,5.99,19
4406,Unknown,Okra (1 pack),5.08,1
5412,Paramount,"No shell Pistachios, Sea Salt & Vinegar",8.99,4
3840,Paramount,No shell BBQ Pistachios,8.99,4
3805,Unknown,Nectarines,2.16,1
6825,Farmer's Market,Navel Oranges,7.99,3
6333,Unknown,Navel Orange,2.31,1
8045,No Name,Naturally Imperfect Limes,6.99,22
3844,No Name,Naturally Imperfect Lemons 3lb Bag,5.99,22
6835,No Name,Naturally Imperfect Avocados,9.99,22
4678,PC Organics,"Mushroom White, Sliced",3.69,21
4389,Unknown,"Mucci, Sundrops Tomato",3.99,1
6328,Loop,Morning Glory Juice,8.99,20
3952,Unknown,"Morel Mushrooms, Dried",12.99,1
6337,Bolthouse,Mocha Cappuccino,6.99,7
3810,President's Choice,Mixed Little Gems,4.99,2
5003,President's Choice,Mixed Greens,4.49,2
6318,Unknown,"Mint, Fresh",1.99,1
8039,President's Choice,Mint,4.29,2
5422,President's Choice,Mint,2.99,2
5851,Wholly Guacamole,Minis,6.99,28
5025,Unknown,Mini Seedless Watermelon,5.99,1
4138,Farmer's Market,Mini Potato Trio,7.99,3
4395,Unknown,Mini Medjools Sweet & Salty Almond,7.99,1
4416,Unknown,Mini Greek Salad,5.0,1
3742,Farmer's Market,Mini Cucumbers,6.99,3
3738,Farmer's Market,Mini Cucumbers,4.99,3
6856,President's Choice,Mini Cucumbers,7.99,2
8050,Farmer's Market,Mini Carrots,2.69,3
6317,Farmer's Market,Mini Carrots,4.99,3
6332,Unknown,"Mini Bananas, Bunch",2.17,1
8704,The Little Potato Company,Microwave Ready Savoury Herb Potatoes,4.99,25
6828,The Little Potato Company,Microwave Ready Lemon and Garden Herb Potatoes,4.99,25
5857,The Little Potato Company,Microwave Ready Garlic Parsley Potatoes,4.99,25
4420,GoodLeaf,Micro Arugula,4.79,19
3987,Tiffany Gates,Mexican Street Corn Salad,5.7,10
4161,Unknown,McIntosh Apples,1.1,1
5394,Unknown,Matchstick Carrots,2.99,1
4381,Marzetti,Marzetti Chocolate Dip 250g,5.99,6
6837,President's Choice,Marjoram,2.99,2
4403,Unknown,"Manzano Bananas, Bunch",3.78,1
3974,Farmer's Market,Mango Red 3Ct,4.99,3
3735,Unknown,Mango,2.99,1
5841,Farmer's Market,Mandarin Oranges,4.99,3
3983,Unknown,Long Eggplants (1Pack),12.76,1
5021,President's Choice,Loads Of Garlic Caesar Salad Kit,6.99,2
8740,Unknown,LoBok (Daikon Radish),3.09,1
4691,President's Choice,Live Lettuce Tri Mix - 1 Unit,3.99,2
3836,President's Choice,"Live Lettuce Red/Green, 2-pack",5.99,2
7428,President's Choice,"Live Lettuce Green, 2-pack",5.99,2
3988,President's Choice,Live Lettuce Boston,3.49,2
3721,Unknown,Limes,0.99,1
7422,Greenhouse,Lime Lemongrass Organic Kombucha,9.99,9
5417,Greenhouse,Lime Herbal Kombucha,4.99,9
8712,Gourmet Garden,"Lightly Dried, Ginger Bowl",5.99,24
6849,Gourmet Garden,Lightly Dried Parsley,5.99,24
6868,Gourmet Garden,Lightly Dried Cilantro,5.99,24
6846,Gourmet Garden,Lightly Dried Basil,5.99,24
6839,Unknown,Lettuce Little Gem,5.99,1
3710,Unknown,Lettuce Iceberg,3.99,1
8044,Farmer's Market,Lemons,5.99,3
6295,Unknown,"Lemon Grass, 2 Pack",2.99,1
3713,Unknown,Lemon,0.99,1
6321,Unknown,Leeks,5.99,1
4148,Unknown,Lebanese Tabbouleh Salad,8.47,1
6335,Unknown,Lavender & Elderflower Infused Lemonade,6.0,1
4679,Unknown,Large Organic Pineapple,5.99,1
3825,Unknown,Large House Salad,12.0,1
3829,Unknown,Large House Cheddar Salad,12.0,1
4700,Unknown,Large Greek Salad,12.0,1
4997,Unknown,Large Chicken Caesar Salad,12.0,1
4146,Unknown,Large Caesar Salad,12.0,1
6827,Remedy,Kombucha Ginger Lemon,5.99,23
8716,Unknown,Kohlrabi,3.23,1
8738,Unknown,Kiwis,1.09,1
6320,Unknown,Kale,3.99,1
4706,Bolthouse,"Juice, 100% Pomegranate",9.99,7
3816,Unknown,Jicama,3.99,1
5409,Unknown,Japanese Yams,6.26,1
4699,Unknown,Jamaican Sweet Potatoes,5.28,1
4695,Unknown,Jamaican Ginger,4.05,1
5027,Unknown,Jalapeno Peppers,0.55,1
8698,President's Choice,Jalapeno Hot Peppers,4.99,2
3801,Unknown,Italian Parsley,2.69,1
6303,Unknown,Italian Eggplants,1.58,1
7411,Greenhouse,Inside Job,14.99,9
5022,Unknown,Indian Okra,4.1,1
5858,No Name,Imperfect Apples,7.99,22
7436,Unknown,Horseradish,6.94,1
5004,Unknown,Honeydew Slices,6.0,1
4398,Unknown,Honeycrisp Apples,1.32,1
7409,Farmer's Market,Honeycrisp Apples,11.99,3
4173,Unknown,Honey Pitted Dates,4.99,1
7427,Unknown,Homestyle Coleslaw with Yogurt Dressing,2.29,1
8038,Unknown,Heirloom Tomatoes,2.42,1
4693,Unknown,Hami Melons,14.75,1
4688,Unknown,Halo Mandarin,9.99,1
4676,Unknown,Grilled Chicken Caesar Salad,2.29,1
5860,Unknown,"Greenhouse Peppers, Yellow",2.2,1
6823,Unknown,"Greenhouse Peppers, Orange",2.11,1
5383,Farmer's Market,Greenhouse Peppers,5.99,3
5824,Unknown,Greenbelt Organic Super Crunch,5.99,1
5844,Unknown,Greenbelt Organic Arugula,5.99,1
5835,President's Choice,Green Thai Hot Peppers,4.99,2
8708,Unknown,Green Swiss Chard,3.99,1
3722,Unknown,Green Seedless Grapes,13.47,1
3704,Unknown,Green Onion,1.49,1
6864,Unknown,Green Leaf Lettuce,3.99,1
7418,Bolthouse,Green Goodness,4.99,7
8048,Bolthouse,Green Goodness,6.99,7
7434,Unknown,Green Garlic,5.99,1
8060,Unknown,Green Beans,4.99,1
3984,Unknown,Greek Yogurt Parfait,5.0,1
5408,President's Choice,Greek Vinaigrette Pouch,0.59,2
3824,Unknown,Greek Salad Family Size,17.0,1
4134,Tiffany Gates,Greek Quinoa Salad Kit,1.99,10
3726,Farmer's Market,Grape Tomatoes,3.99,3
4379,Farmer's Market,Grape Tomato 907G,6.99,3
4705,PC Organics,Granny Smith Apples 3Lb Bag,11.99,21
5391,Farmer's Market,Granny Smith Apples,9.99,3
4998,Unknown,Granadilla,2.49,1
3833,Tiffany Gates,Good Ol' Macaroni Salad,2.29,10
5381,GoodLeaf,Good Leaf Baby Arugula,5.99,19
4171,Unknown,Golden Figs,5.99,1
4388,Unknown,Gold Cored Pineapple,6.99,1
7426,Greenhouse,Ginger Turmeric Organic Kombucha,9.99,9
4387,Greenhouse,Ginger Tumeric Kombucha,4.99,9
5853,Bolthouse,Ginger Carrot Turmeric,9.99,7
4374,Unknown,Ginger & Lime Infused Lemonade ,6.0,1
3737,Unknown,Ginger,1.85,1
4170,Unknown,Genuine Coconut Organic Coconut Topping,6.99,1
5390,Unknown,"Garlic, Peeled",3.49,1
3743,Rooster,"Garlic Bulbs, 3-count",1.29,32
5000,Unknown,Garlic Bulbs,6.49,1
4152,Unknown,Garden Salad Mini,5.0,1
4703,PC Organics,Gala Apples 3Lb Bag,9.99,21
3843,PC Organics,Gala Apples,1.94,21
4159,Farmer's Market,Gala Apples,5.99,3
8055,Unknown,Fuyu Persimmon,2.49,1
8695,Unknown,Fruit Salad Large,10.0,1
8739,Marzetti,"Fruit Dip, Cream Cheese",5.99,6
6859,Unknown,Frisee Lettuce 2-pack,4.99,1
4157,President's Choice,Fresh Poultry Herb Blend,2.99,2
4682,Unknown,"Fresh Orange, Spinach, Kale, Celery Juice",13.0,1
6323,Unknown,"Fresh Orange, Spinach, Kale, Celery Juice",7.0,1
7439,Unknown,"Fresh Dill, Baby",3.99,1
5854,The Little Potato Company,Fresh Creamer Potatoes Smoked Salt,4.99,25
6854,Unknown,Fresh Coconut Young,4.99,1
8054,Unknown,Fresh Banana Strawberry Smoothie,5.99,1
3822,Unknown,"Fresh Apple, Lemon, Ginger, Turmeric Juice",13.0,1
3800,Unknown,"Fresh Apple, Carrot, Beet, Lemon Juice",13.0,1
5402,Unknown,"Fresh Apple, Carrot, Beet, Lemon Juice",7.0,1
3821,Unknown,"Fresh Apple, Blueberry, Cranberry, Mint Juice",7.0,1
5849,Renees,French Onion Refrigerated Dip,5.99,11
7441,Unknown,French Beans,5.99,1
7444,Unknown,French Bean,8.99,1
5393,Unknown,Forelle Pears,1.21,1
4376,Unknown,Flavour Burst Sungold Golden Kiwi,7.99,1
4144,President's Choice,Fingerling Potatoes,4.99,2
5831,President's Choice,Finger Hot Hot Peppers,4.99,2
3806,Greenhouse,Fiery Ginger Juice,14.99,9
5401,Greenhouse,Fiery Ginger,3.99,9
8061,Unknown,Fennel,5.49,1
8056,Unknown,Escarole,3.49,1
3712,Farmer's Market,English Cucumber 3Ct,3.49,3
3702,Unknown,English Cucumber,1.29,1
6299,Unknown,Endive,5.99,1
3837,Farmer's Market,Empire Apples,5.99,3
5404,Unknown,Eddoes,1.32,1
4373,Loop,Early Bird Smoothie,8.99,20
6307,Duda Farms,Duda Celery Sticks,5.99,33
4139,Aurora,Dried Turkish Figs,2.99,15
5031,Unknown,Dried Turkish Apricots,3.49,1
3746,Unknown,Dried Porcini Mushrooms,5.99,1
6326,7D,Dried Mangos,9.99,34
7416,President's Choice,Dressing Caesar,0.59,2
6331,President's Choice,Dressing Blue Cheese,0.59,2
5855,Litehouse,Dip Organic Ranch,5.49,35
5847,Renees,Dill Refrigerated Dip,5.99,11
3818,President's Choice,Dill,2.99,2
5403,Unknown,Deluxe Neptune Salad,2.29,1
4167,Unknown,Deluxe Bean Salad,5.5,1
3971,Unknown,Dates Medjool,14.99,1
6306,Unknown,Dandelion Greens,4.99,1
6829,Bolthouse,Daily Greens,6.99,7
3973,Unknown,"Cubed Kiwi & Strawberries, Small",6.0,1
4151,Unknown,Cubanelle Peppers,1.87,1
3734,Farmer's Market,Corn On The Cob,4.99,3
4392,Love Beets,Cooked Beets,4.99,27
8709,Unknown,Collard Greens,3.99,1
7423,Greenhouse,Collagen Booster Glow Multipack,14.99,9
4162,President's Choice,Coleslaw,3.49,2
6832,Loop,Cold-Pressed Juice Magic Sip,8.99,20
8707,Loop,Cold-Pressed Juice Better Together Grapefruit Orange Ginger,8.99,20
4158,Unknown,Cold Pressed Lemonade,6.0,1
7432,Well,Cold Pressed Juice Played,5.99,30
7430,Well,Cold Pressed Juice Greens,5.99,30
8049,Well,Cold Pressed Juice C Well,5.99,30
5019,Unknown,Coconut Rolled Medjool Dates,8.99,1
4686,President's Choice,Cocktail Tomatoes,4.99,2
5034,Unknown,Cobb with Cheddar Salad Mini,5.0,1
3950,Unknown,Cobb Salad with Cheddar Chips,9.0,1
8696,Tiffany Gates,Classic Coleslaw,2.29,10
5028,Wholly Guacamole,Classic Bowl,5.99,28
3724,Unknown,Cilantro,2.69,1
5833,Wholly Guacamole,Chunky Bowl,5.99,28
6324,Taylor Farms,"Chopped Salad Kit, Steakhouse",6.99,31
3951,Taylor Farms,"Chopped Salad Kit, Maple Bourbon Bacon",6.99,31
3982,Taylor Farms,"Chopped Salad Kit, Dill Pickle",6.99,31
7414,Taylor Farms,"Chopped Salad Kit, Buffalo Ranch",6.99,31
5856,President's Choice,Chopped Mexican Style Street Corn Salad Kit,6.99,2
4689,Earthbound Farms Organic,Chop Honey Citrus Salad,7.49,36
5386,Dole,Chop Chop Kit Tropical Thai,6.99,14
5033,Dole,Chop Chop Kit Teriyaki Pineapple,6.99,14
7408,Dole,Chop Chop Kit Everything Caesar,6.99,14
8697,Unknown,Chocolate Granola Packed Parfait with Mixed Berries,5.0,1
4145,Marzetti,Chocolate Dip Original,1.5,6
6847,President's Choice,Chipotle Chop Salad Kit,6.99,2
7398,Unknown,Chinese Napa Cabbage,4.92,1
4176,Unknown,"Chinese Carrots, Jumbo",3.26,1
6293,Unknown,Chinese Broccoli (gai lan),5.37,1
7421,Unknown,Chicken Salad,2.29,1
4707,Unknown,Chicken Caesar Salad Mini,5.0,1
4697,Unknown,Chicken Caesar Salad Family Size,17.0,1
4402,Unknown,Chick Pea/Artichoke/Sundried Tomato Salad,7.79,1
4672,Unknown,Cheddar and Bacon Potato Salad,2.29,1
4417,Unknown,Chayote Squash,7.69,1
7407,Unknown,"Chanterelle Mushrooms, Dried",5.99,1
4397,Unknown,Cello Spinach,4.99,1
3717,Unknown,Celery Stalks,4.99,1
8726,Unknown,Celery Root,4.16,1
6319,Unknown,Celery Hearts,5.99,1
7433,PC Organics,Celery Hearts,6.99,21
4149,Tiffany Gates,"Cauliflower, Kale & Cranberry Salad",2.29,10
3723,Unknown,Cauliflower,4.99,1
